ticker,strategy,params,final_value,pnl,return_pct,sharpe,max_drawdown,total_trades,win_rate
ULTRACEMCO.NS,ATRStrategy,"{'period': 14, 'multiplier': 2}",103452.23140356761,3452.23140356761,3.45223140356761,-5.780149211483776,1.466303956352161,4,100.0
ULTRACEMCO.NS,ATRStrategy,"{'period': 21, 'multiplier': 2}",103452.23140356761,3452.23140356761,3.45223140356761,-5.780149211483776,1.466303956352161,4,100.0
MARUTI.NS,DualMAStrategy,"{'fast': 5, 'slow': 100}",103370.33024425544,3370.3302442554414,3.3703302442554413,-3.06935461545314,1.6488452123992372,1,0.0
MARUTI.NS,DualMAStrategy,"{'fast': 5, 'slow': 200}",103363.47428590448,3363.474285904478,3.3634742859044784,-3.0770523886033105,1.9504692160896493,2,0.0
ULTRACEMCO.NS,CCIStrategy,"{'period': 30, 'entry': 100}",103358.57747798537,3358.5774779853673,3.358577477985367,-5.879159002777016,1.4599207712203046,6,100.0
ULTRACEMCO.NS,StochasticStrategy,"{'period': 14, 'period_dfast': 5, 'oversold': 30, 'overbought': 70}",103329.69901943527,3329.6990194352693,3.329699019435269,-5.570532572667554,1.2735658083871886,11,72.72727272727273
DIVISLAB.NS,MeanReversionStrategy,"{'bb_period': 10, 'bb_devfactor': 1.5}",103303.89039182138,3303.8903918213764,3.3038903918213762,-6.866680664973212,0.8581149152789966,20,85.0
MARUTI.NS,RSIStrategy,"{'period': 14, 'oversold': 30, 'overbought': 75}",103302.61295981638,3302.6129598163825,3.3026129598163827,-5.474638962458799,0.7592042040308696,2,100.0
MARUTI.NS,DualMAStrategy,"{'fast': 5, 'slow': 50}",103270.95818134937,3270.9581813493714,3.2709581813493713,-4.744286036562512,2.362923162989998,9,22.22222222222222
MARUTI.NS,MomentumStrategy,"{'fast_period': 5, 'slow_period': 30}",103260.63207003761,3260.632070037609,3.2606320700376092,-2.180543456678351,3.549129174765575,14,35.714285714285715
MARUTI.NS,StochasticStrategy,"{'period': 21, 'period_dfast': 3, 'oversold': 30, 'overbought': 80}",103235.88938258805,3235.8893825880514,3.2358893825880517,-2.888568791064161,1.7149841974096796,6,83.33333333333334
MARUTI.NS,MomentumStrategy,"{'fast_period': 5, 'slow_period': 50}",103216.8174987256,3216.817498725606,3.2168174987256064,-3.333479109574907,2.709456363891146,8,25.0
ULTRACEMCO.NS,RSIStrategy,"{'period': 7, 'oversold': 25, 'overbought': 80}",103188.62387658254,3188.62387658254,3.18862387658254,-4.573816304513401,1.8829701628256814,3,100.0
MARUTI.NS,MeanReversionStrategy,"{'bb_period': 50, 'bb_devfactor': 3}",103183.62608283306,3183.626082833056,3.1836260828330563,-3.0940805752091243,1.7535208708415662,1,100.0
MARUTI.NS,RSIStrategy,"{'period': 21, 'oversold': 30, 'overbought': 75}",103183.62608283306,3183.626082833056,3.1836260828330563,-3.0940805752091243,1.7535208708415662,1,100.0
MARUTI.NS,RSIStrategy,"{'period': 14, 'oversold': 25, 'overbought': 80}",103183.62608283306,3183.626082833056,3.1836260828330563,-3.0940805752091243,1.7535208708415662,1,100.0
MARUTI.NS,RSIStrategy,"{'period': 28, 'oversold': 35, 'overbought': 70}",103183.62608283306,3183.626082833056,3.1836260828330563,-3.0940805752091243,1.7535208708415662,1,100.0
MARUTI.NS,DualMAStrategy,"{'fast': 10, 'slow': 100}",103161.83664749723,3161.836647497228,3.161836647497228,-3.318376974096234,1.6089944701100969,1,0.0
MARUTI.NS,RSIStrategy,"{'period': 14, 'oversold': 35, 'overbought': 70}",103154.76041024007,3154.7604102400655,3.154760410240066,-4.186168741502569,1.0250266302361988,3,100.0
MARUTI.NS,DualMAStrategy,"{'fast': 10, 'slow': 200}",103146.8137409603,3146.813740960293,3.1468137409602934,-3.3375946562343395,1.623848891538969,1,0.0
ULTRACEMCO.NS,MeanReversionStrategy,"{'bb_period': 30, 'bb_devfactor': 2}",103106.51382552406,3106.51382552406,3.10651382552406,-6.355834640139209,1.4614120184734123,4,100.0
EICHERMOT.NS,RSIStrategy,"{'period': 7, 'oversold': 30, 'overbought': 80}",103092.38509830157,3092.3850983015727,3.092385098301573,-5.349834694472084,0.4629245448656894,6,100.0
MARUTI.NS,MACDStrategy,"{'fast': 16, 'slow': 21, 'signal': 11}",103087.60475198632,3087.6047519863205,3.0876047519863206,-2.537745183651912,2.5010968498583788,19,36.84210526315789
ULTRACEMCO.NS,StochasticStrategy,"{'period': 21, 'period_dfast': 5, 'oversold': 20, 'overbought': 80}",103064.15983799948,3064.159837999483,3.0641598379994828,-6.885625479289138,1.4626971335341536,5,100.0
MARUTI.NS,ATRStrategy,"{'period': 14, 'multiplier': 2}",103045.40040452388,3045.4004045238835,3.045400404523883,-6.712189911802208,1.00593464561461,4,100.0
EICHERMOT.NS,RSIStrategy,"{'period': 7, 'oversold': 35, 'overbought': 80}",102990.81435421227,2990.8143542122707,2.9908143542122705,-5.171817628677956,0.4636262501311028,6,100.0
MARUTI.NS,DualMAStrategy,"{'fast': 20, 'slow': 100}",102968.03167659852,2968.031676598519,2.968031676598519,-3.5812308944896722,1.878833523980893,1,0.0
MARUTI.NS,DualMAStrategy,"{'fast': 20, 'slow': 200}",102958.57159087266,2958.571590872656,2.958571590872656,-3.5949429311219805,1.775740773408155,1,0.0
MARUTI.NS,MomentumStrategy,"{'fast_period': 20, 'slow_period': 30}",102945.23306180985,2945.2330618098495,2.9452330618098497,-3.3534681652344656,2.221317357351632,9,33.33333333333333
ULTRACEMCO.NS,RSIStrategy,"{'period': 7, 'oversold': 25, 'overbought': 70}",102923.82143199384,2923.8214319938415,2.9238214319938414,-7.351476954145837,0.6311456976387398,5,100.0
ULTRACEMCO.NS,ATRStrategy,"{'period': 14, 'multiplier': 3}",102911.07410029504,2911.074100295038,2.911074100295038,-7.329207245079362,1.4671500636760064,2,100.0
ULTRACEMCO.NS,ATRStrategy,"{'period': 21, 'multiplier': 3}",102911.07410029504,2911.074100295038,2.911074100295038,-7.329207245079362,1.4671500636760064,2,100.0
ULTRACEMCO.NS,CCIStrategy,"{'period': 14, 'entry': 100}",102826.39889225998,2826.398892259982,2.826398892259982,-6.2845887874837905,1.4604063555648383,8,100.0
ULTRACEMCO.NS,StochasticStrategy,"{'period': 21, 'period_dfast': 3, 'oversold': 20, 'overbought': 70}",102784.9618585058,2784.961858505805,2.784961858505805,-4.776159827341803,0.9960774555225328,6,83.33333333333334
ULTRACEMCO.NS,RSIStrategy,"{'period': 7, 'oversold': 25, 'overbought': 65}",102782.06323537817,2782.0632353781693,2.7820632353781694,-7.74175215422042,0.6311456976387398,5,100.0
ULTRACEMCO.NS,RSIStrategy,"{'period': 14, 'oversold': 35, 'overbought': 65}",102780.98497587169,2780.984975871688,2.780984975871688,-7.313214450338397,1.471156161146859,3,100.0
ULTRACEMCO.NS,MeanReversionStrategy,"{'bb_period': 10, 'bb_devfactor': 2}",102779.11782010134,2779.117820101339,2.779117820101339,-7.4286042430667045,1.210388230953827,9,88.88888888888889
DIVISLAB.NS,CCIStrategy,"{'period': 14, 'entry': 150}",102767.58955675858,2767.589556758583,2.7675895567585833,-5.070343265752073,0.6402550106759569,6,100.0
MARUTI.NS,MomentumStrategy,"{'fast_period': 15, 'slow_period': 50}",102746.36185943834,2746.3618594383443,2.7463618594383443,-3.9742075890908346,2.7673033843747143,6,33.33333333333333
EICHERMOT.NS,CCIStrategy,"{'period': 20, 'entry': 100}",102737.25757677578,2737.2575767757808,2.737257576775781,-7.805913232476842,0.29550354366040504,8,100.0
MARUTI.NS,RSIStrategy,"{'period': 14, 'oversold': 30, 'overbought': 70}",102727.90156963607,2727.901569636073,2.727901569636073,-6.098477401008646,0.772512297259898,2,100.0
EICHERMOT.NS,RSIStrategy,"{'period': 14, 'oversold': 35, 'overbought': 80}",102726.42809019901,2726.4280901990132,2.7264280901990134,-7.710140481121904,0.7582515871699427,1,100.0
MARUTI.NS,MACDStrategy,"{'fast': 8, 'slow': 30, 'signal': 11}",102717.9167229479,2717.9167229479062,2.717916722947906,-2.532907456459933,2.7062068663923053,19,42.10526315789473
MARUTI.NS,ATRStrategy,"{'period': 21, 'multiplier': 2}",102672.48366687012,2672.4836668701173,2.672483666870117,-7.504940448039705,1.0084281037060552,4,100.0
MARUTI.NS,MACDStrategy,"{'fast': 16, 'slow': 30, 'signal': 7}",102670.11165755248,2670.1116575524793,2.670111657552479,-2.2023403631594864,2.815526166489362,23,30.434782608695656
EICHERMOT.NS,RSIStrategy,"{'period': 7, 'oversold': 30, 'overbought': 75}",102667.08859052094,2667.0885905209434,2.6670885905209434,-7.5808475390306205,0.46205751768334846,7,85.71428571428571
MARUTI.NS,RSIStrategy,"{'period': 21, 'oversold': 35, 'overbought': 75}",102662.93635931502,2662.936359315019,2.6629363593150193,-2.9236972869007567,1.762506934249817,1,100.0
MARUTI.NS,MACDStrategy,"{'fast': 12, 'slow': 30, 'signal': 9}",102644.19189226399,2644.191892263989,2.644191892263989,-2.343038167300121,2.9677801911636768,21,38.095238095238095
MARUTI.NS,MACDStrategy,"{'fast': 12, 'slow': 26, 'signal': 7}",102643.01076898407,2643.010768984066,2.643010768984066,-2.2502382784381694,2.9481668512825467,21,38.095238095238095
MARUTI.NS,MACDStrategy,"{'fast': 16, 'slow': 26, 'signal': 7}",102641.73172857628,2641.731728576284,2.641731728576284,-2.6613389781948973,2.6959889810270843,19,42.10526315789473
MARUTI.NS,TripleMAStrategy,"{'fast': 5, 'medium': 20, 'slow': 200}",102627.5876886661,2627.587688666099,2.627587688666099,-3.911646319733765,1.6061564299988542,5,40.0
ULTRACEMCO.NS,StochasticStrategy,"{'period': 14, 'period_dfast': 5, 'oversold': 20, 'overbought': 70}",102624.63148994115,2624.631489941152,2.6246314899411516,-8.155897271490755,1.2862628137124579,8,87.5
MARUTI.NS,MomentumStrategy,"{'fast_period': 10, 'slow_period': 50}",102622.42626575062,2622.4262657506188,2.6224262657506188,-3.4636547522675345,2.7707878936705925,7,28.57142857142857
MARUTI.NS,MACDStrategy,"{'fast': 16, 'slow': 21, 'signal': 7}",102612.58516916023,2612.5851691602293,2.612585169160229,-2.2984957221479023,2.9985983930072084,19,42.10526315789473
MARUTI.NS,MACDStrategy,"{'fast': 12, 'slow': 30, 'signal': 7}",102603.81205528576,2603.812055285758,2.603812055285758,-2.504042533126396,2.830005865979607,20,40.0
ULTRACEMCO.NS,CCIStrategy,"{'period': 14, 'entry': 200}",102592.55537642507,2592.5553764250653,2.5925553764250653,-6.882295607348779,1.8962125699625982,1,100.0
EICHERMOT.NS,RSIStrategy,"{'period': 14, 'oversold': 35, 'overbought': 75}",102587.29805850582,2587.298058505825,2.5872980585058247,-7.217231379681078,0.4839051412895235,3,100.0
MARUTI.NS,TripleMAStrategy,"{'fast': 5, 'medium': 50, 'slow': 200}",102581.78049775813,2581.7804977581254,2.5817804977581256,-2.899130468813826,1.7479721387542622,4,25.0
EICHERMOT.NS,StochasticStrategy,"{'period': 14, 'period_dfast': 3, 'oversold': 30, 'overbought': 80}",102577.09088507152,2577.0908850715205,2.5770908850715206,-8.519553471047278,0.458964104646806,10,100.0
DIVISLAB.NS,MeanReversionStrategy,"{'bb_period': 20, 'bb_devfactor': 1.5}",102567.19887352832,2567.198873528323,2.567198873528323,-5.3505828835931615,0.9602599823774848,8,75.0
EICHERMOT.NS,RSIStrategy,"{'period': 7, 'oversold': 35, 'overbought': 75}",102565.51784643164,2565.5178464316414,2.565517846431641,-7.457005109769008,0.4627565949300839,7,100.0
MARUTI.NS,MomentumStrategy,"{'fast_period': 5, 'slow_period': 200}",102551.36743570326,2551.367435703258,2.551367435703258,-4.281560034594754,1.8873741393098586,1,0.0
ULTRACEMCO.NS,StochasticStrategy,"{'period': 21, 'period_dfast': 3, 'oversold': 30, 'overbought': 70}",102546.045694638,2546.045694638,2.5460456946380003,-4.444922732623464,0.9639728018943658,7,85.71428571428571
MARUTI.NS,MACDStrategy,"{'fast': 8, 'slow': 30, 'signal': 9}",102542.31057422055,2542.3105742205516,2.5423105742205516,-2.692998677558778,2.5966431931678695,22,36.36363636363637
HEROMOTOCO.NS,MomentumStrategy,"{'fast_period': 5, 'slow_period': 50}",102541.9732967289,2541.973296728902,2.541973296728902,-7.528411653956771,0.738826472522923,2,50.0
ULTRACEMCO.NS,StochasticStrategy,"{'period': 14, 'period_dfast': 3, 'oversold': 30, 'overbought': 70}",102536.98856683666,2536.9885668366624,2.5369885668366625,-6.12951278902436,1.3252924269699922,12,75.0
ULTRACEMCO.NS,RSIStrategy,"{'period': 7, 'oversold': 30, 'overbought': 80}",102522.20982693603,2522.2098269360285,2.5222098269360287,-4.574122161704017,1.8849257919725602,4,100.0
ULTRACEMCO.NS,RSIStrategy,"{'period': 14, 'oversold': 35, 'overbought': 70}",102510.92925979121,2510.9292597912136,2.5109292597912134,-6.795533352445866,1.9179345787349646,2,100.0
EICHERMOT.NS,RSIStrategy,"{'period': 7, 'oversold': 35, 'overbought': 70}",102509.29854277344,2509.2985427734384,2.5092985427734384,-8.473976935873756,0.35603499554572593,9,100.0
EICHERMOT.NS,RSIStrategy,"{'period': 7, 'oversold': 35, 'overbought': 65}",102500.05949445086,2500.059494450863,2.5000594944508627,-8.194753970924573,0.3582232514320326,12,100.0
MARUTI.NS,StochasticStrategy,"{'period': 21, 'period_dfast': 3, 'oversold': 20, 'overbought': 80}",102491.15608318479,2491.156083184789,2.491156083184789,-4.887260296842287,1.4032844196060201,5,80.0
APOLLOHOSP.NS,StochasticStrategy,"{'period': 14, 'period_dfast': 3, 'oversold': 30, 'overbought': 70}",102480.91007023129,2480.910070231286,2.4809100702312863,-7.778632771050913,0.8730812946766882,10,80.0
ULTRACEMCO.NS,MeanReversionStrategy,"{'bb_period': 20, 'bb_devfactor': 2.5}",102476.65294631338,2476.6529463133775,2.4766529463133775,-8.927253092800894,1.4709798839790327,2,100.0
EICHERMOT.NS,RSIStrategy,"{'period': 7, 'oversold': 25, 'overbought': 80}",102471.68853372577,2471.68853372577,2.4716885337257697,-7.665258782116643,0.4630145498439124,4,100.0
MARUTI.NS,MACDStrategy,"{'fast': 8, 'slow': 30, 'signal': 7}",102461.5335318903,2461.5335318902944,2.4615335318902942,-2.800233447245372,2.514404108176309,23,34.78260869565217
EICHERMOT.NS,CCIStrategy,"{'period': 14, 'entry': 150}",102449.17786919304,2449.1778691930376,2.4491778691930377,-7.73476882112808,0.22925602896385966,2,100.0
EICHERMOT.NS,RSIStrategy,"{'period': 7, 'oversold': 30, 'overbought': 65}",102445.54607892323,2445.546078923231,2.445546078923231,-8.277387885899419,0.3582342745000406,11,100.0
MARUTI.NS,StochasticStrategy,"{'period': 21, 'period_dfast': 5, 'oversold': 20, 'overbought': 80}",102434.9706698263,2434.9706698263035,2.4349706698263036,-6.556357513597788,1.4617041334778238,5,80.0
EICHERMOT.NS,CCIStrategy,"{'period': 14, 'entry': 100}",102432.07726475637,2432.0772647563717,2.432077264756372,-7.324303333568674,0.27484578178876834,11,100.0
MARUTI.NS,MeanReversionStrategy,"{'bb_period': 20, 'bb_devfactor': 2}",102418.58825378386,2418.5882537838625,2.418588253783862,-8.437599252972422,0.8161732480677004,4,100.0
DIVISLAB.NS,MomentumStrategy,"{'fast_period': 20, 'slow_period': 30}",102414.4600969918,2414.4600969917956,2.4144600969917955,-6.79770490906602,1.282778746682455,8,37.5
HEROMOTOCO.NS,DualMAStrategy,"{'fast': 10, 'slow': 50}",102411.73315427544,2411.73315427544,2.41173315427544,-7.8536622057235475,0.8756115812466604,2,100.0
APOLLOHOSP.NS,RSIStrategy,"{'period': 7, 'oversold': 30, 'overbought': 80}",102405.87667939914,2405.876679399138,2.405876679399138,-9.216981541237104,1.3533215460972214,6,100.0
MARUTI.NS,MACDStrategy,"{'fast': 8, 'slow': 26, 'signal': 11}",102390.50242625538,2390.502426255378,2.390502426255378,-2.2799681511234993,3.004494846688652,21,38.095238095238095
ULTRACEMCO.NS,MACDStrategy,"{'fast': 16, 'slow': 30, 'signal': 7}",102382.21644780476,2382.2164478047634,2.3822164478047636,-7.726334146516064,1.1928876848279752,15,60.0
MARUTI.NS,MACDStrategy,"{'fast': 12, 'slow': 26, 'signal': 9}",102380.94142005242,2380.941420052419,2.380941420052419,-2.535905356885636,3.0447024976407464,19,42.10526315789473
EICHERMOT.NS,RSIStrategy,"{'period': 7, 'oversold': 30, 'overbought': 70}",102373.48206350666,2373.482063506657,2.3734820635066574,-8.931953138384223,0.35633234693789867,8,100.0
DIVISLAB.NS,MomentumStrategy,"{'fast_period': 5, 'slow_period': 50}",102366.82020123223,2366.820201232229,2.3668202012322292,-5.436022397050601,1.4758883137622254,5,40.0
BAJAJ-AUTO.NS,MACDStrategy,"{'fast': 16, 'slow': 30, 'signal': 11}",102361.64044594634,2361.6404459463374,2.3616404459463376,-6.252811573677034,2.285775637242081,12,58.333333333333336
DIVISLAB.NS,MomentumStrategy,"{'fast_period': 15, 'slow_period': 30}",102344.78325960893,2344.7832596089283,2.344783259608928,-6.7294073318690195,1.3377185032099599,6,50.0
EICHERMOT.NS,StochasticStrategy,"{'period': 21, 'period_dfast': 3, 'oversold': 30, 'overbought': 70}",102342.80985728765,2342.809857287648,2.342809857287648,-9.488659683609072,0.2658635075284677,9,100.0
HEROMOTOCO.NS,DualMAStrategy,"{'fast': 5, 'slow': 50}",102341.50235416162,2341.5023541616247,2.3415023541616247,-7.774677189080943,0.7841397538395716,3,66.66666666666666
ULTRACEMCO.NS,MeanReversionStrategy,"{'bb_period': 20, 'bb_devfactor': 3}",102339.8632717149,2339.863271714901,2.3398632717149015,-4.732493991737905,1.1761211958576698,1,100.0
MARUTI.NS,MomentumStrategy,"{'fast_period': 10, 'slow_period': 30}",102330.81844676715,2330.8184467671526,2.3308184467671524,-3.065370243227255,3.41142714764969,10,30.0
EICHERMOT.NS,MeanReversionStrategy,"{'bb_period': 20, 'bb_devfactor': 1.5}",102329.9061012477,2329.906101247703,2.3299061012477034,-9.251887042492058,0.27484578178876834,9,100.0
DIVISLAB.NS,MomentumStrategy,"{'fast_period': 20, 'slow_period': 50}",102328.89555438762,2328.895554387622,2.3288955543876217,-4.502163230436362,0.9289551252481848,3,66.66666666666666
MARUTI.NS,StochasticStrategy,"{'period': 14, 'period_dfast': 3, 'oversold': 30, 'overbought': 80}",102325.69646629728,2325.696466297275,2.3256964662972752,-5.846239929019799,1.9056639185488122,8,75.0
ULTRACEMCO.NS,MeanReversionStrategy,"{'bb_period': 20, 'bb_devfactor': 1.5}",102306.16730812535,2306.167308125354,2.306167308125354,-4.158558610147494,1.6117840929364848,8,100.0
DIVISLAB.NS,MeanReversionStrategy,"{'bb_period': 20, 'bb_devfactor': 2.5}",102301.75852934751,2301.758529347513,2.301758529347513,-7.974081507700662,0.8651008830461175,2,100.0
ULTRACEMCO.NS,RSIStrategy,"{'period': 7, 'oversold': 35, 'overbought': 70}",102296.4019712842,2296.401971284198,2.2964019712841983,-4.807295887681987,1.4354611749659292,10,70.0
ULTRACEMCO.NS,CCIStrategy,"{'period': 30, 'entry': 200}",102294.97657442333,2294.97657442333,2.29497657442333,-7.56626908702579,1.1671793579848484,1,100.0
ULTRACEMCO.NS,MeanReversionStrategy,"{'bb_period': 50, 'bb_devfactor': 2.5}",102288.37498326878,2288.3749832687754,2.2883749832687754,-7.563509255681714,1.1672545323161458,1,100.0
APOLLOHOSP.NS,StochasticStrategy,"{'period': 14, 'period_dfast': 3, 'oversold': 20, 'overbought': 70}",102285.30821483534,2285.3082148353424,2.2853082148353425,-9.755230563742671,0.8709626487915443,8,87.5
MARUTI.NS,RSIStrategy,"{'period': 7, 'oversold': 20, 'overbought': 80}",102284.33028210049,2284.330282100491,2.2843302821004907,-8.854950981279963,0.7721383910847115,3,100.0
EICHERMOT.NS,StochasticStrategy,"{'period': 21, 'period_dfast': 3, 'oversold': 30, 'overbought': 80}",102271.81190024388,2271.811900243876,2.2718119002438764,-9.83045458145452,0.4628175816720156,8,100.0
ULTRACEMCO.NS,StochasticStrategy,"{'period': 14, 'period_dfast': 3, 'oversold': 30, 'overbought': 80}",102266.32160345426,2266.3216034542565,2.266321603454257,-9.133317210465474,1.2830381373961595,9,77.77777777777779
APOLLOHOSP.NS,MeanReversionStrategy,"{'bb_period': 10, 'bb_devfactor': 2}",102265.6102267825,2265.6102267825045,2.2656102267825045,-8.017262948213189,0.6412972935669139,8,75.0
ULTRACEMCO.NS,MeanReversionStrategy,"{'bb_period': 30, 'bb_devfactor': 3}",102260.28800709805,2260.2880070980464,2.2602880070980462,-4.923999529773811,1.4869620359173332,1,100.0
ULTRACEMCO.NS,CCIStrategy,"{'period': 20, 'entry': 200}",102260.28800709805,2260.2880070980464,2.2602880070980462,-4.923999529773811,1.4869620359173332,1,100.0
EICHERMOT.NS,StochasticStrategy,"{'period': 14, 'period_dfast': 3, 'oversold': 30, 'overbought': 70}",102258.7496486007,2258.7496486007003,2.2587496486007006,-9.754256820664233,0.31684776621803906,11,100.0
ULTRACEMCO.NS,CCIStrategy,"{'period': 20, 'entry': 100}",102242.30179250063,2242.301792500628,2.242301792500628,-8.892057718473986,1.4678335898371115,6,100.0
EICHERMOT.NS,MeanReversionStrategy,"{'bb_period': 10, 'bb_devfactor': 2}",102231.91993774254,2231.9199377425393,2.2319199377425396,-12.466274698070889,0.5134009949553181,9,77.77777777777779
DIVISLAB.NS,RSIStrategy,"{'period': 14, 'oversold': 35, 'overbought': 80}",102226.5301191886,2226.5301191885956,2.226530119188596,-8.954248752001364,1.2330680338564353,1,100.0
HEROMOTOCO.NS,MomentumStrategy,"{'fast_period': 10, 'slow_period': 50}",102223.22014451223,2223.2201445122337,2.2232201445122337,-7.8364279728936515,0.8756912895890545,2,50.0
EICHERMOT.NS,MeanReversionStrategy,"{'bb_period': 10, 'bb_devfactor': 1.5}",102223.17317243376,2223.1731724337587,2.223173172433759,-15.406110450093438,0.5131197400227372,15,86.66666666666667
BAJAJ-AUTO.NS,RSIStrategy,"{'period': 14, 'oversold': 20, 'overbought': 75}",102222.99187025729,2222.9918702572904,2.2229918702572906,-5.018475139130911,0.7924379538143639,1,100.0
BAJAJ-AUTO.NS,RSIStrategy,"{'period': 21, 'oversold': 25, 'overbought': 70}",102222.99187025729,2222.9918702572904,2.2229918702572906,-5.018475139130911,0.7924379538143639,1,100.0
